PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate,Points_ZScore,Rebounds_ZScore,Assists_ZScore,Steals_ZScore,Blocks_ZScore,FieldGoalPct_ZScore,ThreePointersMade_ZScore,FreeThrowPct_ZScore,Turnovers_ZScore,Swish_Score,Overall_Rank
203999,Nikola Jokić,DEN,2023-24,79,34.6,26.4,12.4,9.0,1.4,0.9,3.0,0.583,0.817,0.359,1.1,2.9,10.4,17.9,4.5,5.5,0.65,0.288,1.7117106080858846,2.7886494259117693,2.5228750096041495,1.437505901456288,0.5482510053486414,1.827858006158039,-0.7757849085913363,0.2525668784615911,1.5035264727960282,11.398960809549388,1
203954,Joel Embiid,PHI,2023-24,39,33.6,34.7,11.0,5.6,1.2,1.7,3.8,0.529,0.883,0.388,1.4,3.6,11.5,21.8,10.2,11.6,0.644,0.387,3.145235494649054,2.2302921730295475,0.8672211863419164,0.823894269659599,2.1382905809422565,0.8781109303598309,-0.446215186087141,1.1317241193998937,2.5393376470880185,10.766246174173988,2
1628983,Shai Gilgeous-Alexander,OKC,2023-24,75,34.0,30.1,5.5,6.2,2.0,0.9,2.2,0.535,0.874,0.353,1.3,3.6,10.6,19.8,7.6,8.7,0.636,0.317,2.3507518225779003,0.0367458224208203,1.159395390447017,3.278340796846355,0.5482510053486414,0.9836383832262988,-0.556071760255206,1.011839041090125,0.4677152985040382,10.751941743303547,3
203076,Anthony Davis,LAL,2023-24,76,35.5,24.7,12.6,3.5,1.2,2.3,2.1,0.556,0.816,0.271,0.4,1.4,9.4,16.9,5.5,6.8,0.621,0.261,1.418097077103067,2.8684147477520865,-0.1553885280259331,0.823894269659599,3.330820262637467,1.3529844682589358,-1.5447809277677924,0.2392463142049502,0.3382389017175393,10.744705945666068,4
1629029,Luka Dončić,DAL,2023-24,70,37.5,33.9,9.2,9.8,1.4,0.5,4.0,0.487,0.786,0.382,4.1,10.6,11.5,23.6,6.8,8.7,0.617,0.355,3.0070644212453748,1.5124042764666912,2.9124406150776165,1.437505901456288,-0.2467687824481662,0.1394187602945564,2.5199123164506174,-0.1603706134942766,2.7982904406610163,10.492722813035531,5
1641705,Victor Wembanyama,SAS,2023-24,71,29.7,21.4,10.6,3.9,1.2,3.6,3.7,0.465,0.796,0.325,1.8,5.5,7.8,16.7,4.1,5.2,0.565,0.312,0.8481413993128912,2.0707615293489128,0.0393942747108001,0.823894269659599,5.914634572977092,-0.2475152335491577,-0.0067888894148802,-0.0271649709278672,2.40986125030152,9.892228582598253,6
202695,Kawhi Leonard,LAC,2023-24,68,34.3,23.7,6.1,3.6,1.6,0.9,1.8,0.525,0.885,0.417,2.1,4.9,9.0,17.1,3.7,4.2,0.626,0.261,1.2453832353484684,0.2760417879417723,-0.1066928273417497,2.0511175332529774,0.5482510053486414,0.807759295115519,0.3227808330893152,1.1583652479131754,-0.0501902886419571,8.244961122343302,7
1628378,Donovan Mitchell,CLE,2023-24,55,35.3,26.6,5.1,6.1,1.8,0.5,2.8,0.462,0.865,0.368,3.3,9.0,9.1,19.8,5.0,5.8,0.595,0.301,1.746253376436805,-0.1227848212598144,1.110699689762833,2.664729165049666,-0.2467687824481662,-0.3002789599823916,1.6410597231060966,0.8919539627803565,1.2445736792230304,7.779906853122959,8
202681,Kyrie Irving,DAL,2023-24,58,35.0,25.6,5.0,5.2,1.3,0.5,1.8,0.497,0.905,0.411,3.0,7.3,9.7,19.5,3.3,3.6,0.608,0.274,1.573539534682206,-0.1626674821799729,0.6724383836051834,1.1307000855579437,-0.2467687824481662,0.3152978484053361,1.3114900006019017,1.4247765330459945,-0.0501902886419571,7.62261250900299,9
1630169,Tyrese Haliburton,IND,2023-24,69,32.2,20.1,3.9,10.9,1.2,0.7,2.3,0.477,0.855,0.364,2.8,7.8,7.2,15.2,2.8,3.3,0.605,0.239,0.6236134050319134,-0.6013767523017185,3.4480933226036328,0.823894269659599,0.1507411114502374,-0.0364603278162231,1.091776852265771,0.7587483202139471,0.5971916952905365,7.139521726618318,10
